athletic_net_id,name,short_name,city,state,league
school_bishop_montgomery,Bishop Montgomery,Bishop Montgomery,,,
school_harvard-westlake,Harvard-Westlake,Harvard-Westlake,,,
school_cobalt_inst._of_math_&_science,Cobalt Inst. of Math & Science,Cobalt Inst. of Math & Science,,,
school_university_prep_(vic),University Prep (vic),University Prep (vic),,,
school_la_salle,La Salle,La Salle,,,
school_don_bosco_tech,Don Bosco Tech,Don Bosco Tech,,,
school_cabrillo_(lom),Cabrillo (lom),Cabrillo (lom),,,
school_del_sol,Del Sol,Del Sol,,,
school_castaic,Castaic,Castaic,,,
school_costa_mesa,Costa Mesa,Costa Mesa,,,
school_northview_(cov),Northview (cov),Northview (cov),,,
school_john_glenn,John Glenn,John Glenn,,,
school_pasadena,Pasadena,Pasadena,,,
school_taft_union_(taf),Taft Union (taf),Taft Union (taf),,,
school_maywood_acad.,Maywood Acad.,Maywood Acad.,,,
school_hercules,Hercules,Hercules,,,
school_lucerne_valley,Lucerne Valley,Lucerne Valley,,,
school_geffen_academy,Geffen Academy,Geffen Academy,,,
school_flintridge_sacred_heart,Flintridge Sacred Heart,Flintridge Sacred Heart,,,
school_carpinteria,Carpinteria,Carpinteria,,,
school_heritage_christian,Heritage Christian,Heritage Christian,,,
school_legacy_christian_acad.,Legacy Christian Acad.,Legacy Christian Acad.,,,
school_blair,Blair,Blair,,,
school_valley_christian_(cer),Valley Christian (cer),Valley Christian (cer),,,
school_bret_harte,Bret Harte,Bret Harte,,,
school_marlborough,Marlborough,Marlborough,,,
school_nordhoff,Nordhoff,Nordhoff,,,
school_high_tech_(cv),High Tech (cv),High Tech (cv),,,
school_calvary_chapel_(dow),Calvary Chapel (dow),Calvary Chapel (dow),,,
school_immaculate_heart,Immaculate Heart,Immaculate Heart,,,
school_firebaugh,Firebaugh,Firebaugh,,,
school_farmersville,Farmersville,Farmersville,,,
school_garces_memorial,Garces Memorial,Garces Memorial,,,
school_westridge_(pas),Westridge (pas),Westridge (pas),,,
school_st._lucy's,St. Lucy's,St. Lucy's,,,
school_ontario_christian,Ontario Christian,Ontario Christian,,,
school_st._paul,St. Paul,St. Paul,,,
school_flintridge_prep,Flintridge Prep,Flintridge Prep,,,
school_ramona_convent,Ramona Convent,Ramona Convent,,,
school_avenal,Avenal,Avenal,,,
school_pomona_catholic,Pomona Catholic,Pomona Catholic,,,
school_chadwick,Chadwick,Chadwick,,,
school_st._margaret's,St. Margaret's,St. Margaret's,,,
school_charter_oak,Charter Oak,Charter Oak,,,
school_saint_jeanne_de_lestonnac,Saint Jeanne de Lestonnac,Saint Jeanne de Lestonnac,,,
school_maranatha_(pas),Maranatha (pas),Maranatha (pas),,,
school_liberty_(mad),Liberty (mad),Liberty (mad),,,
school_nova_acad._early_college,NOVA Acad. Early College,NOVA Acad. Early College,,,
school_mountain_view,Mountain View,Mountain View,,,
school_pacific,Pacific,Pacific,,,
school_buckingham_charter_magnet,Buckingham Charter Magnet,Buckingham Charter Magnet,,,
school_san_jacinto_valley_acad.,San Jacinto Valley Acad.,San Jacinto Valley Acad.,,,
school_wildwood,Wildwood,Wildwood,,,
school_entrepreneur_(fon),Entrepreneur (fon),Entrepreneur (fon),,,
school_hawthorne_math_&_science_acad.,Hawthorne Math & Science Acad.,Hawthorne Math & Science Acad.,,,
school_pasadena_poly,Pasadena Poly,Pasadena Poly,,,
school_the_buckley,The Buckley,The Buckley,,,
school_central_city_value,Central City Value,Central City Value,,,
school_webb,Webb,Webb,,,
school_paraclete,Paraclete,Paraclete,,,
school_st._bonaventure,St. Bonaventure,St. Bonaventure,,,
school_rancho_mirage,Rancho Mirage,Rancho Mirage,,,
school_boron,Boron,Boron,,,
school_yosemite,Yosemite,Yosemite,,,
school_granite_mountain,Granite Mountain,Granite Mountain,,,
school_acad._for_academic_excellence,Acad. for Academic Excellence,Acad. for Academic Excellence,,,
school_wallis_annenberg,Wallis Annenberg,Wallis Annenberg,,,
school_oakwood,Oakwood,Oakwood,,,
school_campbell_hall,Campbell Hall,Campbell Hall,,,
school_ambassador_christian,Ambassador Christian,Ambassador Christian,,,
school_belmont_(la),Belmont (la),Belmont (la),,,
school_miguel_contreras_l.c.,Miguel Contreras L.C.,Miguel Contreras L.C.,,,
school_marymount,Marymount,Marymount,,,
school_arrowhead_christian_acad.,Arrowhead Christian Acad.,Arrowhead Christian Acad.,,,
school_orange_county_classical_acad.,Orange County Classical Acad.,Orange County Classical Acad.,,,
school_central_valley_christian,Central Valley Christian,Central Valley Christian,,,
school_samueli_acad.,Samueli Acad.,Samueli Acad.,,,
school_community_charter_early_college,Community Charter Early College,Community Charter Early College,,,
school_sage_hill,Sage Hill,Sage Hill,,,
school_marshall_fundamental_(pas),Marshall Fundamental (pas),Marshall Fundamental (pas),,,
school_aquinas,Aquinas,Aquinas,,,
school_orion_international_acad.,Orion International Acad.,Orion International Acad.,,,
school_silver_valley,Silver Valley,Silver Valley,,,
school_loma_linda_acad.,Loma Linda Acad.,Loma Linda Acad.,,,
school_duarte,Duarte,Duarte,,,
school_notre_dame_(riv),Notre Dame (riv),Notre Dame (riv),,,
school_st._monica_acad.,St. Monica Acad.,St. Monica Acad.,,,
school_verdugo_hills,Verdugo Hills,Verdugo Hills,,,
school_rim_of_the_world,Rim of the World,Rim of the World,,,
school_louisville_(wh),Louisville (wh),Louisville (wh),,,
school_nipomo,Nipomo,Nipomo,,,
school_balboa_(sf),Balboa (sf),Balboa (sf),,,
school_crespi,Crespi,Crespi,,,
school_coronado,Coronado,Coronado,,,
school_tehachapi,Tehachapi,Tehachapi,,,
school_st._mary's_(sto),St. Mary's (sto),St. Mary's (sto),,,
school_sonia_sotomayor_learning_acad.,Sonia Sotomayor Learning Acad.,Sonia Sotomayor Learning Acad.,,,
school_ganesha,Ganesha,Ganesha,,,
school_west_valley,West Valley,West Valley,,,
school_rosary,Rosary,Rosary,,,
school_orthopedic,Orthopedic,Orthopedic,,,
school_santa_clarita_christian,Santa Clarita Christian,Santa Clarita Christian,,,
school_bishop_alemany,Bishop Alemany,Bishop Alemany,,,
school_monte_vista_christian,Monte Vista Christian,Monte Vista Christian,,,
school_calexico,Calexico,Calexico,,,
school_cantwell-sacred_heart,Cantwell-Sacred Heart,Cantwell-Sacred Heart,,,
school_thacher,Thacher,Thacher,,,
school_providence,Providence,Providence,,,
school_holtville,Holtville,Holtville,,,
school_acad._careers_&_exploration,Acad. Careers & Exploration,Acad. Careers & Exploration,,,
school_girls_academic_leadership_acad.,Girls Academic Leadership Acad.,Girls Academic Leadership Acad.,,,
school_st._anthony,St. Anthony,St. Anthony,,,
school_notre_dame_acad._(la),Notre Dame Acad. (la),Notre Dame Acad. (la),,,
school_mission_college_prep_catholic,Mission College Prep Catholic,Mission College Prep Catholic,,,
school_pacifica_christian,Pacifica Christian,Pacifica Christian,,,
school_mammoth,Mammoth,Mammoth,,,
school_san_joaquin_memorial,San Joaquin Memorial,San Joaquin Memorial,,,
school_cristo_rey_(sd),Cristo Rey (sd),Cristo Rey (sd),,,
school_bridges_acad.,Bridges Acad.,Bridges Acad.,,,
school_temecula_prep,Temecula Prep,Temecula Prep,,,
school_vista_meridian,Vista Meridian,Vista Meridian,,,
school_arcadia_christian,Arcadia Christian,Arcadia Christian,,,
school_santa_fe_christian,Santa Fe Christian,Santa Fe Christian,,,
school_united_christian_acad.,United Christian Acad.,United Christian Acad.,,,
school_new_west_charter,New West Charter,New West Charter,,,
school_trinity_classical_acad.,Trinity Classical Acad.,Trinity Classical Acad.,,,
school_vasquez,Vasquez,Vasquez,,,
school_calvin_christian,Calvin Christian,Calvin Christian,,,
school_middle_college,Middle College,Middle College,,,
school_fairmont_prep,Fairmont Prep,Fairmont Prep,,,
school_st._mary's_acad.,St. Mary's Acad.,St. Mary's Acad.,,,
school_crossroads,Crossroads,Crossroads,,,
school_harbor_teacher_prep_acad.,Harbor Teacher Prep Acad.,Harbor Teacher Prep Acad.,,,
school_mesa_grande_acad.,Mesa Grande Acad.,Mesa Grande Acad.,,,
school_entrepreneur_(hig),Entrepreneur (hig),Entrepreneur (hig),,,
school_la_mirada,La Mirada,La Mirada,,,
school_brentwood,Brentwood,Brentwood,,,
school_carondelet,Carondelet,Carondelet,,,
school_sage_creek,Sage Creek,Sage Creek,,,
school_our_lady_of_peace,Our Lady of Peace,Our Lady of Peace,,,
school_cathedral_catholic_(sd),Cathedral Catholic (sd),Cathedral Catholic (sd),,,
school_palos_verdes,Palos Verdes,Palos Verdes,,,
school_west_ranch,West Ranch,West Ranch,,,
school_ocean_view,Ocean View,Ocean View,,,
school_mission_viejo,Mission Viejo,Mission Viejo,,,
school_high_tech_high_(sd),High Tech High (sd),High Tech High (sd),,,
school_san_marcos_(sb),San Marcos (sb),San Marcos (sb),,,
school_monrovia,Monrovia,Monrovia,,,
school_mcfarland,McFarland,McFarland,,,
school_south_pasadena,South Pasadena,South Pasadena,,,
school_santa_margarita,Santa Margarita,Santa Margarita,,,
school_la_canada,La Canada,La Canada,,,
school_thousand_oaks,Thousand Oaks,Thousand Oaks,,,
school_west_torrance,West Torrance,West Torrance,,,
school_buhach_colony,Buhach Colony,Buhach Colony,,,
school_moorpark,Moorpark,Moorpark,,,
school_burroughs_(rid),Burroughs (rid),Burroughs (rid),,,
school_bishop_amat,Bishop Amat,Bishop Amat,,,
school_big_bear,Big Bear,Big Bear,,,
school_la_jolla,La Jolla,La Jolla,,,
school_santa_fe,Santa Fe,Santa Fe,,,
school_laguna_hills,Laguna Hills,Laguna Hills,,,
school_west_covina,West Covina,West Covina,,,
school_viewpoint,Viewpoint,Viewpoint,,,
school_santana,Santana,Santana,,,
school_convent_&_stuart_hall,Convent & Stuart Hall,Convent & Stuart Hall,,,
school_desert_christian_(lan),Desert Christian (lan),Desert Christian (lan),,,
school_sun_valley_magnet,Sun Valley Magnet,Sun Valley Magnet,,,
school_ojai_valley,Ojai Valley,Ojai Valley,,,
school_windward,Windward,Windward,,,
school_triumph_charter,Triumph Charter,Triumph Charter,,,
school_ef_academy,EF Academy,EF Academy,,,
school_calexico_mission,Calexico Mission,Calexico Mission,,,
school_south_torrance,South Torrance,South Torrance,,,
school_north_monterey_county,North Monterey County,North Monterey County,,,
school_baldwin_park,Baldwin Park,Baldwin Park,,,
school_century_(sa),Century (sa),Century (sa),,,
school_university_(sf),University (sf),University (sf),,,
school_francis_parker,Francis Parker,Francis Parker,,,
school_cathedral_(la),Cathedral (la),Cathedral (la),,,
school_st._john_bosco,St. John Bosco,St. John Bosco,,,
school_tahoe-truckee,Tahoe-Truckee,Tahoe-Truckee,,,
school_servite,Servite,Servite,,,
school_kimball,Kimball,Kimball,,,
school_xavier_college_prep,Xavier College Prep,Xavier College Prep,,,
school_la_jolla_country_day,La Jolla Country Day,La Jolla Country Day,,,
school_crawford,Crawford,Crawford,,,
school_international_school_of_la,International School of LA,International School of LA,,,
school_the_bishop's_school,The Bishop's School,The Bishop's School,,,
school_canyon_hills,Canyon Hills,Canyon Hills,,,
school_morro_bay,Morro Bay,Morro Bay,,,
school_north_tahoe,North Tahoe,North Tahoe,,,
school_christian,Christian,Christian,,,
school_woodlake,Woodlake,Woodlake,,,
school_point_loma,Point Loma,Point Loma,,,
school_healdsburg,Healdsburg,Healdsburg,,,
school_woodside_priory,Woodside Priory,Woodside Priory,,,
school_valley_lutheran(az),Valley Lutheran(AZ),Valley Lutheran(AZ),,,
school_san_clemente,San Clemente,San Clemente,,,
school_warren,Warren,Warren,,,
school_la_serna,La Serna,La Serna,,,
school_mira_costa,Mira Costa,Mira Costa,,,
school_trabuco_hills,Trabuco Hills,Trabuco Hills,,,
school_aliso_niguel,Aliso Niguel,Aliso Niguel,,,
school_santa_monica,Santa Monica,Santa Monica,,,
school_beckman,Beckman,Beckman,,,
school_saugus,Saugus,Saugus,,,
school_alta_loma,Alta Loma,Alta Loma,,,
school_san_juan_hills,San Juan Hills,San Juan Hills,,,
school_murrieta_valley,Murrieta Valley,Murrieta Valley,,,
school_valencia_(val),Valencia (val),Valencia (val),,,
school_el_dorado,El Dorado,El Dorado,,,
school_eleanor_roosevelt_(eas),Eleanor Roosevelt (eas),Eleanor Roosevelt (eas),,,
school_great_oak,Great Oak,Great Oak,,,
school_valley_view_(mv),Valley View (mv),Valley View (mv),,,
school_arcadia,Arcadia,Arcadia,,,
school_santiago_(cor),Santiago (cor),Santiago (cor),,,
school_crescenta_valley,Crescenta Valley,Crescenta Valley,,,
school_chaffey,Chaffey,Chaffey,,,
school_poway,Poway,Poway,,,
school_canyon_crest_acad.,Canyon Crest Acad.,Canyon Crest Acad.,,,
school_ayala,Ayala,Ayala,,,
school_dos_pueblos,Dos Pueblos,Dos Pueblos,,,
school_redondo_union,Redondo Union,Redondo Union,,,
school_poly_(riv),Poly (riv),Poly (riv),,,
school_ventura,Ventura,Ventura,,,
school_martin_luther_king_(riv),Martin Luther King (riv),Martin Luther King (riv),,,
school_laguna_creek,Laguna Creek,Laguna Creek,,,
school_rancho_cucamonga,Rancho Cucamonga,Rancho Cucamonga,,,
school_university_irvine,University Irvine,University Irvine,,,
school_downey_(dow),Downey (dow),Downey (dow),,,
school_alisal,Alisal,Alisal,,,
school_westlake,Westlake,Westlake,,,
school_wilson_(lb),Wilson (lb),Wilson (lb),,,
school_channel_islands,Channel Islands,Channel Islands,,,
school_los_osos,Los Osos,Los Osos,,,
school_ontario,Ontario,Ontario,,,
school_san_marcos_(sm),San Marcos (sm),San Marcos (sm),,,
school_westview_(sd),Westview (sd),Westview (sd),,,
school_del_norte,Del Norte,Del Norte,,,
school_helix,Helix,Helix,,,
school_flagstaff_(az),Flagstaff (AZ),Flagstaff (AZ),,,
school_mt._carmel,Mt. Carmel,Mt. Carmel,,,
school_st._francis_(mv),St. Francis (mv),St. Francis (mv),,,
school_scripps_ranch,Scripps Ranch,Scripps Ranch,,,
school_farmington_(ut),Farmington (UT),Farmington (UT),,,
school_loyola,Loyola,Loyola,,,
school_vista_murrieta,Vista Murrieta,Vista Murrieta,,,
school_fountain_valley,Fountain Valley,Fountain Valley,,,
school_san_leandro,San Leandro,San Leandro,,,
school_millikan,Millikan,Millikan,,,
school_chino_hills,Chino Hills,Chino Hills,,,
school_hesperia,Hesperia,Hesperia,,,
school_chaparral_(tem),Chaparral (tem),Chaparral (tem),,,
school_torrey_pines,Torrey Pines,Torrey Pines,,,
school_liberty_(win),Liberty (win),Liberty (win),,,
school_homestead,Homestead,Homestead,,,
school_pleasant_grove,Pleasant Grove,Pleasant Grove,,,
school_quartz_hill,Quartz Hill,Quartz Hill,,,
school_heritage_(bre),Heritage (bre),Heritage (bre),,,
school_northwood,Northwood,Northwood,,,
school_camarillo,Camarillo,Camarillo,,,
school_el_camino_real,El Camino Real,El Camino Real,,,
school_northgate,Northgate,Northgate,,,
school_hemet,Hemet,Hemet,,,
school_santa_ana,Santa Ana,Santa Ana,,,
school_la_quinta_(lq),La Quinta (lq),La Quinta (lq),,,
school_grossmont,Grossmont,Grossmont,,,
school_long_beach_poly,Long Beach Poly,Long Beach Poly,,,
school_wiseburn_-_da_vinci,Wiseburn - Da Vinci,Wiseburn - Da Vinci,,,
school_portola_(irv),Portola (irv),Portola (irv),,,
school_otay_ranch,Otay Ranch,Otay Ranch,,,
school_valencia_(pla),Valencia (pla),Valencia (pla),,,
school_liberty_(bak),Liberty (bak),Liberty (bak),,,
school_granada_hills,Granada Hills,Granada Hills,,,
school_palisades_charter,Palisades Charter,Palisades Charter,,,
school_montclair,Montclair,Montclair,,,
school_rancho_bernardo,Rancho Bernardo,Rancho Bernardo,,,
school_mission_hills,Mission Hills,Mission Hills,,,
school_patrick_henry,Patrick Henry,Patrick Henry,,,
school_anaheim,Anaheim,Anaheim,,,
school_etiwanda,Etiwanda,Etiwanda,,,
school_kennedy_(gh),Kennedy (gh),Kennedy (gh),,,
school_diamond_bar,Diamond Bar,Diamond Bar,,,
school_birmingham,Birmingham,Birmingham,,,
school_orange_vista,Orange Vista,Orange Vista,,,
school_coachella_valley,Coachella Valley,Coachella Valley,,,
school_highland_(bak),Highland (bak),Highland (bak),,,
school_lancaster,Lancaster,Lancaster,,,
school_fontana,Fontana,Fontana,,,
school_oxnard,Oxnard,Oxnard,,,
school_temescal_canyon,Temescal Canyon,Temescal Canyon,,,
school_glendale,Glendale,Glendale,,,
school_freedom_(oak),Freedom (oak),Freedom (oak),,,
school_lakewood_(lak),Lakewood (lak),Lakewood (lak),,,
school_highland_(pal),Highland (pal),Highland (pal),,,
school_sheldon,Sheldon,Sheldon,,,
school_rialto,Rialto,Rialto,,,
school_venice,Venice,Venice,,,
school_american,American,American,,,
school_paramount,Paramount,Paramount,,,
school_corona,Corona,Corona,,,
school_castro_valley,Castro Valley,Castro Valley,,,
school_westminster,Westminster,Westminster,,,
school_el_camino_(oce),El Camino (oce),El Camino (oce),,,
school_summit,Summit,Summit,,,
school_san_pedro,San Pedro,San Pedro,,,
school_troy,Troy,Troy,,,
school_eastside_(lan),Eastside (lan),Eastside (lan),,,
school_cleveland,Cleveland,Cleveland,,,
school_palm_desert,Palm Desert,Palm Desert,,,
school_burbank,Burbank,Burbank,,,
school_fullerton,Fullerton,Fullerton,,,
school_tesoro,Tesoro,Tesoro,,,
school_newbury_park,Newbury Park,Newbury Park,,,
school_walnut,Walnut,Walnut,,,
school_citrus_valley,Citrus Valley,Citrus Valley,,,
school_norwalk,Norwalk,Norwalk,,,
school_rowland,Rowland,Rowland,,,
school_stockdale,Stockdale,Stockdale,,,
school_california_(whi),California (whi),California (whi),,,
school_centennial_(bak),Centennial (bak),Centennial (bak),,,
school_capistrano_valley,Capistrano Valley,Capistrano Valley,,,
school_villa_park,Villa Park,Villa Park,,,
school_woodbridge,Woodbridge,Woodbridge,,,
school_cerritos,Cerritos,Cerritos,,,
school_claremont,Claremont,Claremont,,,
school_oak_hills_(oh),Oak Hills (oh),Oak Hills (oh),,,
school_hueneme,Hueneme,Hueneme,,,
school_redlands,Redlands,Redlands,,,
school_el_rancho,El Rancho,El Rancho,,,
school_indio,Indio,Indio,,,
school_patriot,Patriot,Patriot,,,
school_segerstrom,Segerstrom,Segerstrom,,,
school_north_bakersfield,North Bakersfield,North Bakersfield,,,
school_culver_city,Culver City,Culver City,,,
school_glendora,Glendora,Glendora,,,
school_hilltop_(cv),Hilltop (cv),Hilltop (cv),,,
school_steele_canyon,Steele Canyon,Steele Canyon,,,
school_mira_monte,Mira Monte,Mira Monte,,,
school_kennedy_(lp),Kennedy (lp),Kennedy (lp),,,
school_bravo_medical_magnet,Bravo Medical Magnet,Bravo Medical Magnet,,,
school_peninsula,Peninsula,Peninsula,,,
school_clayton_valley,Clayton Valley,Clayton Valley,,,
school_rio_mesa,Rio Mesa,Rio Mesa,,,
school_arroyo_grande,Arroyo Grande,Arroyo Grande,,,
school_marshall_(la),Marshall (la),Marshall (la),,,
school_mira_mesa,Mira Mesa,Mira Mesa,,,
school_santee_ec,Santee EC,Santee EC,,,
school_leuzinger,Leuzinger,Leuzinger,,,
school_arlington,Arlington,Arlington,,,
school_silver_creek,Silver Creek,Silver Creek,,,
school_sunny_hills,Sunny Hills,Sunny Hills,,,
school_colony,Colony,Colony,,,
school_frontier_(bak),Frontier (bak),Frontier (bak),,,
school_perris,Perris,Perris,,,
school_eagle_rock,Eagle Rock,Eagle Rock,,,
school_rancho_verde,Rancho Verde,Rancho Verde,,,
school_mark_keppel,Mark Keppel,Mark Keppel,,,
school_irvine,Irvine,Irvine,,,
school_irvington,Irvington,Irvington,,,
school_apple_valley,Apple Valley,Apple Valley,,,
school_murrieta_mesa,Murrieta Mesa,Murrieta Mesa,,,
school_foothill_(ple),Foothill (ple),Foothill (ple),,,
school_serrano,Serrano,Serrano,,,
school_hamilton,Hamilton,Hamilton,,,
school_north_torrance,North Torrance,North Torrance,,,
school_foothill_(sa),Foothill (sa),Foothill (sa),,,
school_la_habra,La Habra,La Habra,,,
school_norco,Norco,Norco,,,
school_golden_valley_(sc),Golden Valley (sc),Golden Valley (sc),,,
school_john_w._north,John W. North,John W. North,,,
school_chino,Chino,Chino,,,
school_heritage_(men),Heritage (men),Heritage (men),,,
school_vista_del_lago,Vista Del Lago,Vista Del Lago,,,
school_watsonville,Watsonville,Watsonville,,,
school_san_dieguito_acad.,San Dieguito Acad.,San Dieguito Acad.,,,
school_moreno_valley,Moreno Valley,Moreno Valley,,,
school_deer_valley,Deer Valley,Deer Valley,,,
school_palmdale,Palmdale,Palmdale,,,
school_university_(la),University (la),University (la),,,
school_sylmar,Sylmar,Sylmar,,,
school_clovis_west,Clovis West,Clovis West,,,
school_a.b._miller,A.B. Miller,A.B. Miller,,,
school_san_pasqual,San Pasqual,San Pasqual,,,
school_knight,Knight,Knight,,,
school_orange_county_school_of_the_arts,Orange County School of the Arts,Orange County School of the Arts,,,
school_eisenhower,Eisenhower,Eisenhower,,,
school_elsinore,Elsinore,Elsinore,,,
school_ukiah,Ukiah,Ukiah,,,
school_madera,Madera,Madera,,,
school_la_quinta_(wes),La Quinta (wes),La Quinta (wes),,,
